index,episode,episode_name,segment,type,actor,character,detail,record_date,series,transmission_date
8333,22,"Episode Twenty-two","Cut-price airline",Direction,,"Mrs Turpin","she picks up teacup and speaks into it","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8334,22,"Episode Twenty-two","Cut-price airline",Dialogue,"Terry Jones","Mrs Turpin","The Verrifast Plane Company announce the departure of flight one to over the hills and far away. Will passengers for flight one, please assemble at gate one. Passengers are advised that there is still plenty of time to buy eccles cakes.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8335,22,"Episode Twenty-two","Cut-price airline",Direction,,,"Man and vicar enter carrying a large wing.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8336,22,"Episode Twenty-two","Cut-price airline",Dialogue,"Eric Idle",Man,"Nearly ready.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8337,22,"Episode Twenty-two","Cut-price airline",Direction,,,"They take the wing through. Hammering is heard.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8338,22,"Episode Twenty-two","Cut-price airline",Direction,,"Mrs Turpin","speaking into cup","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8339,22,"Episode Twenty-two","Cut-price airline",Dialogue,"Terry Jones","Mrs Turpin","All passengers please get ready for their barley sugar injections.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8340,22,"Episode Twenty-two","Cut-price airline",Direction,,,"Japanese pilot comes in.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8341,22,"Episode Twenty-two","Cut-price airline",Direction,,Kamikaze,"Today we all take vow. Today we smash the enemy fleet... we smash, smash.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8342,22,"Episode Twenty-two","Cut-price airline",Direction,,,"Man and vicar grab him and take him back.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8343,22,"Episode Twenty-two","Cut-price airline",Dialogue,"Terry Jones","Mrs Turpin","That's Mr Kamikaze, the pilot, he's very nice really, but make sure he stays clear of battleships.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8344,22,"Episode Twenty-two","Cut-price airline",Direction,,,"Cut to stock film of battleships, steaming on the seas. Stirring music plays over.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8345,22,"Episode Twenty-two","Cut-price airline",Dialogue,"John Cleese","Voice Over","There have been many stirring tales told of the sea and also some fairly uninteresting ones only marginally connected with it, like this one. Sorry, this isn't a very good announcement. Sorry.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8346,22,"Episode Twenty-two","Cut-price airline",Direction,,,"Cut from sea to announcer by his desk at the seaside.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8347,22,"Episode Twenty-two","Cut-price airline",Dialogue,"John Cleese",Announcer,"And here is the result of the 'Where to put Edward Heath's statue Competition. The winner was a Mr Ivy North who wins ten guineas and a visit to the Sailors Quarters.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8348,22,"Episode Twenty-two","Batley Townswomen's Guild presents the first heart transplant",Direction,,,"Cut to quick clip of the Battle of Pearl Harbor from show eleven, first series. Beginning with Eric blowing the whistle and the two sides rushing at each other. Cut back to announcer.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8349,22,"Episode Twenty-two","Batley Townswomen's Guild presents the first heart transplant",Dialogue,"John Cleese",Announcer,"That was last year's re-enactment of the Battle of Pearl Harbor performed by the Batley Townswomen's Guild. It was written, directed and produced by Mrs Rita Fairbanks.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8350,22,"Episode Twenty-two","Batley Townswomen's Guild presents the first heart transplant",Direction,,,"Cut to Rita Fairbanks on the beach.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8351,22,"Episode Twenty-two","Batley Townswomen's Guild presents the first heart transplant",Dialogue,"Eric Idle",Rita,"Hello again.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8352,22,"Episode Twenty-two","Batley Townswomen's Guild presents the first heart transplant",Dialogue,"Michael Palin","Voice Over","And what are your ladies going to do for us this year?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8353,22,"Episode Twenty-two","Batley Townswomen's Guild presents the first heart transplant",Dialogue,"Eric Idle",Rita,"Well, this year we decided to re-enact something with a more modern flavour. We had considered a version of Michael Stewart's speech on Nigeria and there were several votes on the Committee for a staging of Herr Willi Brandt's visit to East Germany, but we've settled instead for a dramatization of the first heart transplant. Incidentally my sister Madge will be playing the plucky little springbok pioneer Christian Barnard.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8354,22,"Episode Twenty-two","Batley Townswomen's Guild presents the first heart transplant",Dialogue,"Michael Palin","Voice Over","Well off we go, then with the Barley Townswomen's Guild re-enactment of the first heart transplant.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8355,22,"Episode Twenty-two","Batley Townswomen's Guild presents the first heart transplant",Direction,,,"Rita Fairbanks blows her whistle. The two groups of ladies rush at each other. They end up in the sea, rolling about splashing, and thumping each other with handbags.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8356,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Direction,,Announcer,"his desk now surrounded by sea","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8357,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Dialogue,"John Cleese",Announcer,"The first heart transplant. But this is not the only open-air production here that has used the sea. Theatrical managers in this area have not been slow to appreciate the sea's tremendous dramatic value. And somewhere, out in this bay, is the first underwater production of 'Measure for Measure'.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8358,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Direction,,,"Expanse of sea water. Dubbed over this is muffled, watery Shakespearian blank verse. We zoom in. Two Shakespearian actors (Terry J and Michael) leap up. They take a deep breath and go under again. The dialogue carries on muted. Pull out to see a rowboat. Shakespearian characters are sitting there waiting for their cue. One of the two characters leaps up and shouts:","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8359,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Dialogue,"Terry Jones",Character,"Servant ho!","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8360,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Direction,,,"He then goes underwater again. The servant in the boat steps into the water and goes under. Cut to announcer, now up to his waist in sea.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8361,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Dialogue,"John Cleese",Announcer,"The underwater version of 'Measure for Measure', and further out to sea 'Hello Dolly' is also doing good business.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8362,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Direction,,,"We see a buoy, on the top of which is a stiff piece of card which reads 'Hello Dolly, Tonight 7.30'. There is a muffled watery snatch of Hello Dolly. Swing round to a patch of open sea.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8363,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Dialogue,"John Cleese",Announcer,"... and over there on the oyster beds Formula 2 car racing.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8364,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Direction,,Announcer,"underwater noises of Formula 2 cars","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8365,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Dialogue,,,ANIMATION:,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8366,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Direction,,,"a racing car moves over a naked lady, going past a sign saying 'Pit Stop'. Close up of armpits. Superimposed little white arrow.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8367,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Dialogue,"John Cleese","Voice Over","Number twenty. The armpits.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8368,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Dialogue,,,"Cut to picture of a person. Superimposed white arrow on the neck.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8369,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Dialogue,"John Cleese","Voice Over","Number twenty-one. The bottom two-thirds of the nape of the neck.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8370,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Direction,,,"Cut to radio.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8371,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Dialogue,"John Cleese","Voice Over","Number twenty-two. The nipple.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8372,22,"Episode Twenty-two","The first underwater production of 'Measure for Measure'",Direction,,,"Arrow indicates the tuning dial. Pull back. Two women are listening to the set. The announcer continues from the radio set.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8373,22,"Episode Twenty-two","The death of Mary Queen of Scots",Dialogue,"John Cleese","Announcer's Voice","...and that concludes the week's episode of 'How to Recognize Different Parts of the Body', adapted for radio by Ann Haydon-Jones and her husband, Pip. And now we present the first episode of a new radio drama series, 'The Death of Mary, Queen of Scots.' Part One: The Beginning.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8374,22,"Episode Twenty-two","The death of Mary Queen of Scots",Direction,,,"Theme music. 'Coronation Scot' as used in 'Paul Temple' for years.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8375,22,"Episode Twenty-two","The death of Mary Queen of Scots",Direction,,"Man's Voice","You are Mary, Queen of Scots?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8376,22,"Episode Twenty-two","The death of Mary Queen of Scots",Direction,,"Woman's voice","I am!","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8377,22,"Episode Twenty-two","The death of Mary Queen of Scots",Direction,,,"There now follows a series of noises indicating that Mary is getting the shit knocked out of her. Thumps, bangs, slaps, pneumatic drilling, sawing, flogging, shooting, all interlaced with Mary's screams. The two women listen calmly. After a few seconds: fade as the signature tune 'Coronation Scot' is brought up loudly to denote ending of episode.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8378,22,"Episode Twenty-two","The death of Mary Queen of Scots",Dialogue,"John Cleese","Radio Announcer","Episode two of 'The Death of Mary, Queen of Scots', can be heard on Radio 4 almost immediately.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8379,22,"Episode Twenty-two","The death of Mary Queen of Scots",Direction,,,"One of the women goes over to the set and switches it over. As she goes back to her seat from the radio we hear the theme music again, fading out as the sounds of violence and screaming start again and continue unabated in vigour.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8380,22,"Episode Twenty-two","The death of Mary Queen of Scots",Direction,,"Man's Voice","I think she's dead.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8381,22,"Episode Twenty-two","The death of Mary Queen of Scots",Direction,,"Woman's voice","No I'm not!","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8382,22,"Episode Twenty-two","The death of Mary Queen of Scots",Direction,,,"After a time, sounds of violence and screaming start again rapidly fading under the tune of 'Coronation Scot'.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8383,22,"Episode Twenty-two","The death of Mary Queen of Scots",Dialogue,"John Cleese","Announcer's Voice","That was episode two of 'The Death of Mary, Queen of Scots', adapted for radio by Bernard Hollowood and Brian London. And now, Radio Four will explode.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8384,22,"Episode Twenty-two","The death of Mary Queen of Scots",Direction,,"Announcer's Voice","the radio explodes","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8385,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","We'll have to watch the telly then.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8386,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot",Yes,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8387,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"The pepperpots swivel round to look at the TV set in the corner of the room.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8388,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","What's that on the tellevision then?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8389,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","Looks like a penguin.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8390,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"On the TV set there is indeed a penguin. It sits contendedly looking at them in a stuffed sort of way. There is nothing on the screen.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8391,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","No, no, no, I didn't mean what's on the television set, I meant what programme.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8392,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot",Oh.,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8393,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"The second pepperpot goes to the TV, switches it on and returns to her chair. The set takes a long time to warm up and produce a picture. During this pause the following conversation takes place:","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8394,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","It's funny that penguin being there innit? What's it doing there?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8395,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot",Standing.,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8396,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","I can see that!","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8397,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","If it lays an egg, it will fall down the back of the television set.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8398,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","We'll have to watch that. Unless it's a male.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8399,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","Ooh, I never thought of that.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8400,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","Yes, looks fairly butch.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8401,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","Per'aps it's from next door.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8402,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","Penguins don't come from next door, they come from the Antarctic.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8403,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot",Burma.,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8404,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","Why did say Burma?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8405,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","I panicked.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8406,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","Oh. Perhaps it's from the zoo.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8407,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","Which zoo?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8408,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","How should I know which zoo? I'm not Doctor bloody Bernowski.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8409,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","How does Doctor Bernowski know which zoo it came from?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8410,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","He knows everything.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8411,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","Oooh, I wouldn't like that, that'd take all the mystery out of life. Anyway, if it came from the zoo, it would have 'property of the zoo' stamped on it.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8412,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","No it wouldn't. They don't stamp animals 'property of the zoo'. You can't stamp a huge lion.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8413,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","They stamp them when they're small.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8414,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","What happens when they moult?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8415,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","Lions don't moult.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8416,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Second Pepperpot","No, but penguins do. There, I've run rings around you logically.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8417,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","Oh, intercourse the penguin.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8418,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"On the TV screen there now appears an announcer.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8419,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Terry Jones","TV Announcer","It's just gone 8 o'clock and time for the penguin on top of your television set to explode.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8420,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"The penguin on top of the set now explodes.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8421,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Graham Chapman","First Pepperpot","How did he know that was going to happen?!","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8422,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"Terry Jones","TV Announcer","It was an inspired guess. And now...","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8423,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"Cut to picture of a shin.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8424,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Voice Over","Number twenty-three. The shin.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8425,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"Cut to Reginald Maulding.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8426,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Voice Over","Number twenty-four. Reginald's Maulding's shin","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8427,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"Cut to Gilliam-type open-head picture, with arrow superimposed.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8428,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Voice Over","Number twenty-five. The brain.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8429,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"Cut to picture of Magaret Thatcher. Arrow points to her knee.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8430,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Voice Over","Number twenty-six. Magaret Thatcher's brain.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8431,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"Cut to a fairly wide still picture of cricket match in progress. Batsman, bowler, ring of fielders all have polka-dotted Bermuda shorts. Little arrows point to each pair of Bermuda shorts.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8432,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Voice Over","Number twenty-seven. More naughty bits.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8433,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"Cut to picture of the cabinet at a table. Arrows point down below the table to their naughty bits.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8434,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Voice Over","Number twenty-eight. The naughty bits of the cabinet.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8435,22,"Episode Twenty-two","Exploding penguin on TV set",Direction,,,"Cut to studio shot of the next set. Interior of country house. Superimposed arrow.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8436,22,"Episode Twenty-two","Exploding penguin on TV set",Dialogue,"John Cleese","Voice Over","Number twenty-nine. The interior of a country house.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8437,22,"Episode Twenty-two","There's been a murder",Direction,,,"Cut to room, with doctor, mother, and son.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8438,22,"Episode Twenty-two","There's been a murder",Dialogue,"John Cleese",Doctor,"That's not a part of the body.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8439,22,"Episode Twenty-two","There's been a murder",Dialogue,"Carol Cleveland",Mother,"No, it's a link though.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8440,22,"Episode Twenty-two","There's been a murder",Dialogue,"Graham Chapman",Son,"I didn't think it was very good.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8441,22,"Episode Twenty-two","There's been a murder",Dialogue,"John Cleese",Doctor,"No, it's the end of the series, they must be running out of ideas.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8442,22,"Episode Twenty-two","There's been a murder",Direction,,,"Inspector Muffin the Mule bursts through the door.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8443,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"All right, don't anybody move, there's been a murder.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8444,22,"Episode Twenty-two","There's been a murder",Dialogue,"Carol Cleveland",Mother,"A murder?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8445,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"No... no ... not a murder... no what's like a murder but begins with B?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8446,22,"Episode Twenty-two","There's been a murder",Dialogue,"Graham Chapman",Son,Birmingham.,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8447,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"No ... no ... no ... no ... no...","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8448,22,"Episode Twenty-two","There's been a murder",Dialogue,"John Cleese",Doctor,Burnley?,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8449,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Burnley - that's right! Burnley in Lancashire. There's been a Burnley.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8450,22,"Episode Twenty-two","There's been a murder",Dialogue,"Graham Chapman",Son,Burglary.,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8451,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Burglary. Yes, good man. Burglary - that's it, of course. There's been a burglary.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8452,22,"Episode Twenty-two","There's been a murder",Dialogue,"John Cleese",Doctor,Where?,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8453,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"In the back, just below the rib.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8454,22,"Episode Twenty-two","There's been a murder",Dialogue,"John Cleese",Doctor,"No - that's murder.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8455,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Oh... er no... in the band... In the bat... Barclays bat.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8456,22,"Episode Twenty-two","There's been a murder",Dialogue,"Graham Chapman",Son,"Barclays Bank?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8457,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Yes. Nasty business - got away with £23,000.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8458,22,"Episode Twenty-two","There's been a murder",Dialogue,"Graham Chapman",Son,"Any clues?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8459,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Any what?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8460,22,"Episode Twenty-two","There's been a murder",Dialogue,"Graham Chapman",Son,"Any evidence as to who did it?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8461,22,"Episode Twenty-two","There's been a murder",Direction,,Muffin,sarcastically,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8462,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Any clues, eh? Oh, we don't half talk posh, don't we? I suppose you say 'ehnvelope' and 'larngerie' and 'sarndwiches on the settee'! Well this is a murder investigation, young man, and murder is a very serious business.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8463,22,"Episode Twenty-two","There's been a murder",Dialogue,"John Cleese",Doctor,"I thought you said it was a burglary.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8464,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Burglary is almost as serious a business as murder. Some burglaries are more serious than murder. A burglary in which someone gets stabbled is murder! So don't come these petty distinctions with me. You're as bad as a judge. Right, now! The first thing to do in the event of a breach of the peace of any kind, is to... go...","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8465,22,"Episode Twenty-two","There's been a murder",Direction,,Muffin,pause,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8466,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"and ... oh, sorry, sorry, I was miles away.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8467,22,"Episode Twenty-two","There's been a murder",Dialogue,"John Cleese",Doctor,"Ring the police?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
